"","id","first","last","hand","DOB","country","year","month","day"
"1","ID","FirstName","LastName","Hand",NA,"Country",NA,NA,NA
"2","200001","Martina","Hingis","R",NA,"SUI",1980,9,30
"3","200002","Mirjana","Lucic","R",NA,"CRO",1982,3,9
"4","200003","Justine","Henin","R",NA,"BEL",1982,6,1
"5","200004","Kerry Anne","Guse","R",NA,"AUS",1972,12,4
"6","200005","Jolene","Watanabe Giltz","R",NA,"USA",1968,8,31
"7","200006","Karina","Habsudova","R",NA,"SVK",1973,8,2
"8","200007","Silvija","Talaja","R",NA,"CRO",1978,1,14
"9","200008","Alicia","Molik","R",NA,"AUS",1981,1,27
"10","200009","Tamarine","Tanasugarn","R",NA,"THA",1977,5,24
"11","200010","Rita","Grande","R",NA,"ITA",1975,3,23
"12","200011","Katarina","Srebotnik","R",NA,"SLO",1981,3,12
"13","200012","Jana","Nejedly","R",NA,"CAN",1974,6,9
"14","200013","Angelica","Gavaldon","R",NA,"MEX",1973,10,3
"15","200014","Tzipi","Obziler","R",NA,"ISR",1973,4,19
"16","200015","Petra","Mandula","R",NA,"HUN",1978,1,17
"17","200016","Sandrine","Testud","R",NA,"FRA",1972,4,3
"18","200017","Arantxa","Sanchez Vicario","R",NA,"ESP",1971,12,18
"19","200018","Julia","Abe","R",NA,"GER",1976,5,21
"20","200019","Alexandra","Fusai","R",NA,"FRA",1973,11,22
"21","200020","Lisa","Raymond","R",NA,"USA",1973,8,10
"22","200021","Alexia","Dechaume Balleret","R",NA,"FRA",1970,5,3
"23","200022","Emmanuelle","Gagliardi","R",NA,"SUI",1976,7,9
"24","200023","Bryanne","Stewart","R",NA,"AUS",1979,12,9
"25","200024","Maria","Vento Kabchi","R",NA,"VEN",1974,5,24
"26","200025","Ludmila","Cervanova","R",NA,"SVK",1979,10,15
"27","200026","Florencia","Labat","L",NA,"ARG",1971,6,12
"28","200027","Magui","Serna","L",NA,"ESP",1979,3,1
"29","200028","Maureen","Drake","R",NA,"CAN",1971,3,21
"30","200029","Lisa","Mcshea","R",NA,"AUS",1974,10,29
"31","200030","Miroslava","Vavrinec","R",NA,"SUI",1978,4,1
"32","200031","Meilen","Tu","R",NA,"USA",1978,1,17
"33","200032","Barbara","Schett","R",NA,"AUT",1976,3,10
"34","200033","Serena","Williams","R",NA,"USA",1981,9,26
"35","200034","Amanda","Grahame","L",NA,"AUS",1979,3,25
"36","200035","Maria","Sanchez Lorenzo","R",NA,"ESP",1977,11,7
"37","200036","Nicole","Pratt","R",NA,"AUS",1973,3,5
"38","200037","Sabine","Appelmans","L",NA,"BEL",1972,4,22
"39","200038","Annabel","Ellwood","R",NA,"AUS",1978,2,2
"40","200039","Chanda","Rubin","R",NA,"USA",1976,2,18
"41","200040","Anna","Smashnova","R",NA,"ISR",1976,7,16
"42","200041","Amy","Frazier","R",NA,"USA",1972,9,19
"43","200042","Els","Callens","R",NA,"BEL",1970,8,20
"44","200043","Virginie","Razzano","R",NA,"FRA",1983,5,12
"45","200044","Denisa","Chladkova","R",NA,"CZE",1979,2,8
"46","200045","Tara","Snyder","R",NA,"USA",1977,5,26
"47","200046","Meghann","Shaughnessy","R",NA,"USA",1979,4,13
"48","200047","Pavlina","Nola","R",NA,"NZL",1974,7,14
"49","200048","Elena","Likhovtseva","R",NA,"RUS",1975,9,8
"50","200049","Conchita","Martinez","R",NA,"ESP",1972,4,16
"51","200050","Sandra","Kleinova","R",NA,"CZE",1978,5,8
"52","200051","Irina","Spirlea","R",NA,"ROU",1974,3,26
"53","200052","Olga","Barabanschikova","R",NA,"BLR",1979,11,2
"54","200053","Lubomira","Bacheva","R",NA,"BUL",1975,3,7
"55","200054","Sylvia","Plischke","R",NA,"AUT",1977,7,20
"56","200055","Mariana","Diaz Oliva","R",NA,"ARG",1976,3,11
"57","200056","Jelena","Kostanic Tosic","L",NA,"CRO",1981,7,6
"58","200057","Erika","De Lone","R",NA,"USA",1972,10,14
"59","200058","Anna","Foldenyi Dicker","R",NA,"HUN",1974,8,22
"60","200059","Ruxandra","Dragomir Ilie","R",NA,"ROU",1972,10,24
"61","200060","Tathiana","Garbin","R",NA,"ITA",1977,6,30
"62","200061","Gala","Leon Garcia","L",NA,"ESP",1973,12,23
"63","200062","Kristina","Brandi","R",NA,"PUR",1977,3,29
"64","200063","Tatiana","Panova","R",NA,"RUS",1976,8,13
"65","200064","Amanda","Coetzer","R",NA,"RSA",1971,10,22
"66","200065","Amelie","Mauresmo","R",NA,"FRA",1979,7,5
"67","200066","Cristina","Torrens Valero","R",NA,"ESP",1974,9,12
"68","200067","Patty","Schnyder","L",NA,"SUI",1978,12,14
"69","200068","Lilia","Osterloh","R",NA,"USA",1978,4,7
"70","200069","Nadia","Petrova","R",NA,"RUS",1982,6,8
"71","200070","Anne Gaelle","Sidot","L",NA,"FRA",1979,7,24
"72","200071","Lenka","Nemeckova","R",NA,"CZE",1976,4,20
"73","200072","Cara","Black","R",NA,"ZIM",1979,2,17
"74","200073","Julie","Pullin","L",NA,"GBR",1975,11,5
"75","200074","Jane","Chi","R",NA,"USA",1974,6,21
"76","200075","Jing Qian","Yi","R",NA,"CHN",1974,2,28
"77","200076","Laurence","Courtois","R",NA,"BEL",1976,1,18
"78","200077","Jennifer","Capriati","R",NA,"USA",1976,3,29
"79","200078","Barbara","Schwartz","L",NA,"AUT",1979,1,27
"80","200079","Kim","Clijsters","R",NA,"BEL",1983,6,8
"81","200080","Dominique","Monami","R",NA,"BEL",1973,5,31
"82","200081","Anke","Huber","R",NA,"GER",1974,12,4
"83","200082","Kristie","Boogert","R",NA,"NED",1973,12,16
"84","200083","Alexandra","Stevenson","R",NA,"USA",1980,12,15
"85","200084","Asa","Svensson","R",NA,"SWE",1975,6,16
"86","200085","Ai","Sugiyama","R",NA,"JPN",1975,7,5
"87","200086","Magdalena","Maleeva","R",NA,"BUL",1975,4,1
"88","200087","Seda","Noorlander","R",NA,"NED",1974,5,22
"89","200088","Adriana","Gersi","R",NA,"CZE",1976,6,26
"90","200089","Miriam","Oremans","R",NA,"NED",1972,9,9
"91","200090","Anca","Barna","L",NA,"GER",1977,5,14
"92","200091","Janet","Lee","R",NA,"TPE",1976,10,22
"93","200092","Sandra","Nacuk","R",NA,"SCG",1980,8,17
"94","200093","Amelie","Cocheteux","L",NA,"FRA",1978,3,27
"95","200094","Barbara","Rittner","R",NA,"GER",1973,4,25
"96","200095","Linda","Wild","R",NA,"USA",1971,2,11
"97","200096","Mary","Pierce","R",NA,"FRA",1975,1,15
"98","200097","Nathalie","Tauziat","R",NA,"FRA",1967,10,17
"99","200098","Henrieta","Nagyova","R",NA,"SVK",1978,12,15
"100","200099","Sonya","Jeyaseelan","R",NA,"CAN",1976,4,24
"101","200100","Amanda","Hopmans","R",NA,"NED",1976,2,11
"102","200101","Jana","Kandarr","R",NA,"GER",1976,9,21
"103","200102","Melissa","Dowse","U",NA,"AUS",1982,4,27
"104","200103","Evie","Dominikovic","R",NA,"AUS",1980,5,29
"105","200104","Emilie","Loit","L",NA,"FRA",1979,6,9
"106","200105","Rachel","Mcquillan","U",NA,"AUS",1971,12,2
"107","200106","Angeles","Montolio","R",NA,"ESP",1975,8,6
"108","200107","Paola","Suarez","R",NA,"ARG",1976,6,23
"109","200108","Elena","Dementieva","R",NA,"RUS",1981,10,15
"110","200109","Nathalie","Dechy","R",NA,"FRA",1979,2,21
"111","200110","Fabiola","Zuluaga","R",NA,"COL",1979,1,7
"112","200111","Lina","Krasnoroutskaya","R",NA,"RUS",1984,4,29
"113","200112","Julie","Halard Decugis","R",NA,"FRA",1970,9,10
"114","200113","Anna","Kournikova","R",NA,"RUS",1981,6,7
"115","200114","Patricia","Wartusch","R",NA,"AUT",1978,8,5
"116","200115","Brie","Rippner","R",NA,"USA",1980,1,21
"117","200116","Natalia","Zvereva","R",NA,"BLR",1971,4,16
"118","200117","Kveta","Peschke","R",NA,"CZE",1975,7,9
"119","200118","Virginia","Ruano Pascual","R",NA,"ESP",1973,9,21
"120","200119","Rita","Kuti Kis","L",NA,"HUN",1978,2,13
"121","200120","Jelena","Dokic","R",NA,"AUS",1983,4,12
"122","200121","Alina","Jidkova","R",NA,"RUS",1977,1,18
"123","200122","Tina","Pisnik","R",NA,"SLO",1981,2,19
"124","200123","Marlene","Weingartner","R",NA,"GER",1980,1,30
"125","200124","Anne","Kremer","R",NA,"LUX",1975,10,17
"126","200125","Corina","Morariu","R",NA,"USA",1978,1,26
"127","200126","Marissa","Gould","R",NA,"USA",1980,6,23
"128","200127","Sarah","Pitkowski Malcor","R",NA,"FRA",1975,11,13
"129","200128","Lindsay","Davenport","R",NA,"USA",1976,6,8
"130","200129","Lesley","Bowrey","R",NA,"AUS",1942,8,16
"131","200130","Dorothy","Whitely","U",NA,"AUS",NA,NA,NA
"132","200131","Judith","Gohn","U",NA,"AUS",1945,5,10
"133","200132","Kay","Williams","U",NA,"AUS",NA,NA,NA
"134","200133","Eva","De Jong","U",NA,"NED",NA,NA,NA
"135","200134","Kerry","Ballard","U",NA,"AUS",1949,12,16
"136","200135","Lorraine","Robinson","U",NA,"AUS",1937,9,23
"137","200136","Valerie","Caulley","U",NA,"AUS",NA,NA,NA
"138","200137","L","Griffiths","U",NA,"AUS",NA,NA,NA
"139","200138","Sandra","Hole","U",NA,"AUS",NA,NA,NA
"140","200139","Lita","Sugiarto","U",NA,"INA",1946,2,27
"141","200140","Beryl","Jenkins","U",NA,"AUS",NA,NA,NA
"142","200141","Wendy","Gilchrist","L",NA,"AUS",1950,5,17
"143","200142","Loris","Butterfield","U",NA,"AUS",NA,NA,NA
"144","200143","Kathleen","Harter","U",NA,"USA",1946,10,27
"145","200144","Margaret","Court","R",NA,"AUS",1942,7,16
"146","200145","Kerry","Harris","U",NA,"AUS",1949,9,19
"147","200146","Cynthia","Doerner","U",NA,"AUS",1951,2,11
"148","200147","Geri","Shepard","U",NA,"USA",NA,NA,NA
"149","200148","Marilyn","Tesch","U",NA,"AUS",NA,NA,NA
"150","200149","Helen","Sheedy","U",NA,"AUS",NA,NA,NA
"151","200150","Evonne","Cawley","R",NA,"AUS",1951,7,31
"152","200151","Ada","Bakker","U",NA,"NED",1948,4,8
"153","200152","Gail","Benedetti","R",NA,"FRA",1945,4,3
"154","200153","S","Washbourne","U",NA,"AUS",NA,NA,NA
"155","200154","S","Stephen","U",NA,"AUS",NA,NA,NA
"156","200155","Lexie","Kenny","U",NA,"AUS",NA,NA,NA
"157","200156","Lynette","Mansfield","U",NA,"AUS",NA,NA,NA
"158","200157","Lynne","Nette","U",NA,"AUS",1942,5,26
"159","200158","Carol","Zeeman","U",NA,"AUS",1946,10,20
"160","200159","Rosie","Casals","R",NA,"USA",1948,9,16
"161","200160","Judy","Dalton","U",NA,"AUS",1937,12,12
"162","200161","Janine","Whyte","U",NA,"AUS",NA,NA,NA
"163","200162","Judith","Salome","U",NA,"NED",1949,2,10
"164","200163","Helen","Oconnor","U",NA,"AUS",NA,NA,NA
"165","200164","Joan","Johnson","U",NA,"USA",NA,NA,NA
"166","200165","Lany","Kaligis","U",NA,"INA",1949,4,22
"167","200166","Patricia","Edwards","U",NA,"AUS",NA,NA,NA
"168","200167","Heather","Mckechnie","U",NA,"AUS",NA,NA,NA
"169","200168","Karen","Krantzcke","R",NA,"AUS",1947,2,1
"170","200169","Ann","Jenkins","U",NA,"AUS",NA,NA,NA
"171","200170","Beverley","Rae","U",NA,"AUS",1929,11,16
"172","200171","Janet","Young","U",NA,"AUS",1951,10,22
"173","200172","Caroline","Cooper","U",NA,"AUS",NA,NA,NA
"174","200173","Kaye","Dening","U",NA,"AUS",NA,NA,NA
"175","200174","Kerry","Wilkinson","U",NA,"AUS",NA,NA,NA
"176","200175","Mary Ann","Beattie","U",NA,"USA",1946,11,25
"177","200176","Kerry","Reid","R",NA,"AUS",1947,8,7
"178","200177","Alison","Mckenzie","U",NA,"AUS",NA,NA,NA
"179","200178","Sue","Hastings","U",NA,"AUS",NA,NA,NA
"180","200179","Barbara","Hawcroft","U",NA,"AUS",1950,10,13
"181","200180","Astrid","Suurbeck","U",NA,"NED",1947,2,15
"182","200181","Margaret","Starr","U",NA,"AUS",NA,NA,NA
"183","200182","E","Staples","U",NA,"AUS",NA,NA,NA
"184","200183","Elena","Subirats","U",NA,"MEX",1947,12,30
"185","200184","Helen","Cawley","U",NA,"AUS",1946,12,23
"186","200185","Lesley","Hunt","U",NA,"AUS",1950,5,29
"187","200186","Yveline","Boy","U",NA,"FRA",NA,NA,NA
"188","200187","Janine","Murdoch","U",NA,"AUS",NA,NA,NA
"189","200188","Helen","Amos","U",NA,"AUS",1948,6,30
"190","200189","D","Brennan","U",NA,"AUS",NA,NA,NA
"191","200190","Billie Jean","King","R",NA,"USA",1943,11,22
"192","200191","Frances","Luff","U",NA,"AUS",NA,NA,NA
"193","200192","Helen","Kayser","U",NA,"AUS",NA,NA,NA
"194","200193","Ann","Jones","L",NA,"GBR",1938,10,17
"195","200194","Francoise","Durr","R",NA,"FRA",1942,12,25
"196","200195","H","Rush","U",NA,"AUS",NA,NA,NA
"197","200196","Kerryl","Chute","U",NA,"AUS",1945,4,20
"198","200197","Pamela","Brand","U",NA,"AUS",1944,12,5
"199","200198","Caroline","Langsford","U",NA,"AUS",NA,NA,NA
"200","200199","Sally","Irvine","U",NA,"AUS",NA,NA,NA
"201","200200","Norma","Marsh","U",NA,"AUS",1936,1,13
"202","200201","Sharon","Thomson","U",NA,"AUS",NA,NA,NA
"203","200202","Teresa","Van Haren","U",NA,"AUS",NA,NA,NA
"204","200203","Vicki","Lancaster Kerr","U",NA,"AUS",1951,1,26
"205","200204","Sandra","Walsham","U",NA,"AUS",NA,NA,NA
"206","200205","Judy","Harris","U",NA,"AUS",NA,NA,NA
"207","200206","L","Cameron","U",NA,"AUS",NA,NA,NA
"208","200207","Cheryl","Norquay","U",NA,"AUS",NA,NA,NA
"209","200208","Mandy","Morgan","U",NA,"AUS",NA,NA,NA
"210","200209","Wendy","Turnbull","U",NA,"AUS",1952,11,26
"211","200210","Norma","Eastburn","U",NA,"AUS",NA,NA,NA
"212","200211","Winnie","Wooldridge","U",NA,"GBR",1947,1,18
"213","200212","Elizabeth","Allan","R",NA,"AUS",1946,11,28
"214","200213","Jan","Oneill","U",NA,"AUS",1941,7,9
"215","200214","Christina","Sandberg","U",NA,"SWE",1948,1,11
"216","200215","Susan","Alexander","U",NA,"AUS",NA,NA,NA
"217","200216","Janet","Fallis","U",NA,"AUS",NA,NA,NA
"218","200217","Adrienne","Avis","U",NA,"AUS",1950,11,15
"219","200218","Helen","Taylor","U",NA,"AUS",NA,NA,NA
"220","200219","Patricia","Coleman","U",NA,"AUS",1953,5,13
"221","200220","Patti","Hogan","U",NA,"USA",1949,12,21
"222","200221","Dianne","Balestrat","U",NA,"AUS",1956,8,10
"223","200222","Anne","Coleman","U",NA,"AUS",NA,NA,NA
"224","200223","Sharon","Walsh Pete","R",NA,"USA",1952,2,24
"225","200224","Kati","Athorne","U",NA,"AUS",NA,NA,NA
"226","200225","Helen","Worland","R",NA,"AUS",1950,4,28
"227","200226","Mona","Guerrant","U",NA,"USA",1948,11,28
"228","200227","Diane","James","U",NA,"AUS",NA,NA,NA
"229","200228","Olga","Morozova","U",NA,"URS",1949,2,22
"230","200229","Robyn","Knobel","U",NA,"AUS",NA,NA,NA
"231","200230","Patricia","Billing","U",NA,"AUS",NA,NA,NA
"232","200231","Brenda","Dart","U",NA,"AUS",NA,NA,NA
"233","200232","Ann","Lebedeff","U",NA,"USA",1951,5,4
"234","200233","Christine","Dorey","U",NA,"AUS",1951,10,29
"235","200234","Pam","Whytcross","U",NA,"AUS",1953,11,25
"236","200235","Maureen","Pratt","U",NA,"AUS",NA,NA,NA
"237","200236","Patricia","King","U",NA,"AUS",NA,NA,NA
"238","200237","Virginia","Wade","R",NA,"GBR",1945,7,10
"239","200238","Nathalie","Fuchs","U",NA,"FRA",1952,9,3
"240","200239","Kathy","Walker","U",NA,"AUS",NA,NA,NA
"241","200240","Eugenia","Birioukova","U",NA,"AZE",1952,12,18
"242","200241","Duk Hee","Lee","U",NA,"KOR",1953,7,13
"243","200242","Helen","Young","U",NA,"AUS",NA,NA,NA
"244","200243","Glynis","Coles","U",NA,"GBR",1954,2,20
"245","200244","Moira","Whitely","U",NA,"AUS",NA,NA,NA
"246","200245","Soon Oh","Lee","U",NA,"KOR",1953,10,4
"247","200246","Leslie","Walker","U",NA,"AUS",NA,NA,NA
"248","200247","Dorte","Ekner","U",NA,"DEN",1951,5,2
"249","200248","Marion","Proisy","U",NA,"FRA",NA,NA,NA
"250","200249","Joan","Walker","U",NA,"ZIM",NA,NA,NA
"251","200250","Lindsay","Blachford","U",NA,"GBR",1953,4,6
"252","200251","Kazuko","Sawamatsu","U",NA,"JPN",1951,1,5
"253","200252","Monique","Van Haver","U",NA,"BEL",1948,8,31
"254","200253","Kiyoko","Nomura","U",NA,"JPN",1954,11,17
"255","200254","Michele","Gurdal","U",NA,"BEL",1952,11,30
"256","200255","Lesley","Charles","U",NA,"GBR",1952,7,15
"257","200256","Chris","Oneil","R",NA,"AUS",1956,3,19
"258","200257","Helen","Crozier","U",NA,"AUS",NA,NA,NA
"259","200258","Jeong Soon","Yang","U",NA,"KOR",1947,2,26
"260","200259","Chris","Evert","R",NA,"USA",1954,12,21
"261","200260","Katerleen","Szeman","U",NA,"HUN",1956,11,27
"262","200261","Toshiko","Sade","U",NA,"JPN",1947,3,8
"263","200262","Jenny","Walker","U",NA,"AUS",1956,4,9
"264","200263","Janet","Wright","U",NA,"USA",1953,8,6
"265","200264","Helena","Anliot","U",NA,"SWE",1956,9,26
"266","200265","Lindsey","Beaven","U",NA,"GBR",1950,1,1
"267","200266","Sue","Barker","R",NA,"GBR",1956,4,19
"268","200267","Isabelle","Larsson","U",NA,"SWE",NA,NA,NA
"269","200268","Frances","Candy","U",NA,"AUS",NA,NA,NA
"270","200269","Jill","Schwikert","U",NA,"USA",1954,5,19
"271","200270","Nellemieke","Brouwer","U",NA,"NED",1952,1,1
"272","200271","Margareta","Forsgardh","U",NA,"SWE",1951,3,20
"273","200272","Brenda","Dale","U",NA,"AUS",1941,9,17
"274","200273","Nerida","Gregory","U",NA,"AUS",1956,5,13
"275","200274","Julie","Heldman","U",NA,"USA",1945,12,8
"276","200275","Ann","Kiyomura Hayashi","R",NA,"USA",1955,8,22
"277","200276","Jd","Griffiths","U",NA,"AUS",NA,NA,NA
"278","200277","Anneloes","Schothurst","U",NA,"NED",NA,NA,NA
"279","200278","Sally","Arnott","U",NA,"AUS",NA,NA,NA
"280","200279","Gail","Williams","U",NA,"AUS",NA,NA,NA
"281","200280","Joy","Schwikert","U",NA,"USA",1954,5,19
"282","200281","Jackie","Fayter","U",NA,"GBR",1951,6,10
"283","200282","Jenny","Dimond","U",NA,"AUS",1955,11,13
"284","200283","Pam","Teeguarden","U",NA,"USA",1951,4,17
"285","200284","Nora","Lauteslager","U",NA,"NED",1951,2,22
"286","200285","Mimi","Wikstedt","U",NA,"SWE",1954,4,30
"287","200286","Peggy","Michel","U",NA,"USA",1949,2,2
"288","200287","Miki","Yokobori","U",NA,"JPN",NA,NA,NA
"289","200288","Sue","Mappin","R",NA,"GBR",1947,7,11
"290","200289","Chris","Cerato","U",NA,"AUS",NA,NA,NA
"291","200290","Deborah","Fiuza","U",NA,"POR",1954,8,19
"292","200291","Diane","Evers","U",NA,"AUS",1956,11,9
"293","200292","Vivicca","Andersson","U",NA,"SWE",NA,NA,NA
"294","200293","Martina","Navratilova","L",NA,"USA",1956,10,18
"295","200294","Gwen","Stirton","U",NA,"AUS",NA,NA,NA
"296","200295","Ai","Iida","U",NA,"JPN",NA,NA,NA
"297","200296","Belinda","Thompson","U",NA,"GBR",1956,5,3
"298","200297","Natasha","Chmyreva","U",NA,"URS",1958,5,28
"299","200298","Laura","Du Pont","U",NA,"USA",1949,5,4
"300","200299","Kaye","Hallam","U",NA,"AUS",1957,3,24
"301","200300","Sally","Greer","U",NA,"USA",1955,3,25
"302","200301","Lois","Raymond","U",NA,"AUS",NA,NA,NA
"303","200302","Linda","Mottram","U",NA,"GBR",1957,5,17
"304","200303","Julie","Staines","U",NA,"AUS",NA,NA,NA
"305","200304","Cheree","Walker","U",NA,"NZL",NA,NA,NA
"306","200305","Carol","Draper","U",NA,"AUS",1955,7,20
"307","200306","Jan","Wilton","U",NA,"AUS",1957,4,30
"308","200307","Kerry","Neill","U",NA,"AUS",NA,NA,NA
"309","200308","Kym","Ruddell","U",NA,"AUS",1955,7,19
"310","200309","Merrilyn","Robinson","U",NA,"AUS",NA,NA,NA
"311","200310","Julie","Hanrahan","U",NA,"AUS",NA,NA,NA
"312","200311","Cecilia","Martinez","U",NA,"USA",1947,5,24
"313","200312","Frederique","Thibault","U",NA,"FRA",1954,6,2
"314","200313","Lotta","Stenberg","U",NA,"SWE",1957,2,12
"315","200314","Brigitte","Simon Glinel","U",NA,"FRA",1956,11,1
"316","200315","Nina","Bohm","U",NA,"SWE",1958,4,30
"317","200316","Heidi","Eisterlehner","R",NA,"GER",1949,10,25
"318","200317","Helga","Masthoff","U",NA,"FRG",1941,11,11
"319","200318","Michelle","Tyler","U",NA,"GBR",1958,7,8
"320","200319","Cathy","Griffiths","U",NA,"AUS",1956,9,5
"321","200320","Renata","Tomanova","U",NA,"GER",1954,12,9
"322","200321","Elisabeth","Ekblom","U",NA,"SWE",1958,2,10
"323","200322","Karen","Gulley","U",NA,"AUS",NA,NA,NA
"324","200323","Rene","Blount","U",NA,"USA",1957,5,12
"325","200324","Beth","Norton","U",NA,"USA",1957,6,13
"326","200325","Leanne","Harrison Austin","U",NA,"AUS",1958,4,10
"327","200326","Naoko","Sato","U",NA,"JPN",1955,1,2
"328","200327","Birgitte","Hermansen","U",NA,"DEN",1956,3,15
"329","200328","Patricia","Bostrom","U",NA,"USA",1951,11,25
"330","200329","Mary","Sawyer","U",NA,"AUS",1957,6,11
"331","200330","Sue","Saliba","U",NA,"AUS",1957,10,14
"332","200331","Kim","Sands","U",NA,"USA",1956,10,11
"333","200332","Amanda","Tobin Dingwall","R",NA,"AUS",1960,6,8
"334","200333","Betsy","Nagelsen","R",NA,"USA",1956,10,23
"335","200334","Sabina","Simmonds","R",NA,"ITA",1960,4,17
"336","200335","Judy","Chaloner","U",NA,"NZL",1953,11,18
"337","200336","Keryn","Pratt","U",NA,"AUS",1959,6,20
"338","200337","Virginia","Ruzici","R",NA,"ROU",1955,1,31
"339","200338","Elizabeth","Little","U",NA,"AUS",1960,10,3
"340","200339","Linda","Cassell","R",NA,"AUS",1962,4,24
"341","200340","Marcella","Mesker","U",NA,"NED",1959,5,23
"342","200341","Jutta","Diesslin","U",NA,"FRG",1955,10,12
"343","200342","Chris","Newton","U",NA,"NZL",1956,2,13
"344","200343","Susan","Leo","U",NA,"AUS",1962,8,10
"345","200344","Barbara","Jordan","R",NA,"USA",1957,4,2
"346","200345","Brenda","Catton","U",NA,"AUS",1962,1,4
"347","200346","Anne","Minter","U",NA,"AUS",1963,4,3
"348","200347","Bernadette","Randall","U",NA,"AUS",1965,9,27
"349","200348","Hana","Mandlikova","R",NA,"AUS",1962,2,19
"350","200349","Dianne","Morrison","U",NA,"USA",1958,8,11
"351","200350","Felicia","Hutnick","U",NA,"USA",1957,7,20
"352","200351","Lindsay","Morse","U",NA,"USA",1955,1,24
"353","200352","Greer","Stevens","U",NA,"RSA",1957,2,15
"354","200353","Lele","Forood","U",NA,"USA",1956,9,10
"355","200354","Claudia","Kohde Kilsch","R",NA,"GER",1963,12,11
"356","200355","Diane","Desfor","U",NA,"USA",1955,6,15
"357","200356","Betty","Stove","U",NA,"NED",1945,6,24
"358","200357","Rosalyn","Nideffer","R",NA,"USA",1960,11,2
"359","200358","Marcie","Harper","U",NA,"USA",1953,9,10
"360","200359","Christiane","Jolissaint","U",NA,"SUI",1961,9,12
"361","200360","Pam","Shriver","R",NA,"USA",1962,7,4
"362","200361","Marie","Pinterova","U",NA,"HUN",1946,8,16
"363","200362","Liz","Smylie","U",NA,"AUS",1963,4,11
"364","200363","Hana","Strachonova","U",NA,"SUI",1961,1,2
"365","200364","Barbara","Hallquist","U",NA,"USA",1957,5,1
"366","200365","Tanya","Harford","U",NA,"RSA",1958,11,28
"367","200366","Sylvia","Hanika","U",NA,"GER",1959,11,30
"368","200367","Nanette","Schutte","U",NA,"NED",1962,4,6
"369","200368","Miranda","Yates","U",NA,"AUS",1963,12,8
"370","200369","Candy","Reynolds","U",NA,"USA",1955,3,24
"371","200370","Marie Christine","Calleja","U",NA,"FRA",1964,1,14
"372","200371","Mima","Jausovec","U",NA,"SLO",1956,7,20
"373","200372","Bettina","Bunge","U",NA,"GER",1963,6,13
"374","200373","Bonnie","Gadusek","U",NA,"USA",1963,9,11
"375","200374","Helga","Lutten","R",NA,"GER",1961,7,27
"376","200375","Barbara","Potter","U",NA,"USA",1961,10,22
"377","200376","Katerina","Bohmova","L",NA,"CZE",1958,1,22
"378","200377","Helena","Sukova","R",NA,"CZE",1965,2,23
"379","200378","Anne","Smith","R",NA,"USA",1959,7,1
"380","200379","Paula","Smith","U",NA,"USA",1957,1,10
"381","200380","Nancy","Yeargin","U",NA,"USA",1955,5,22
"382","200381","Andrea","Jaeger","U",NA,"USA",1965,6,4
"383","200382","Isabelle","Villiger","U",NA,"SUI",1962,11,24
"384","200383","Anne","Hobbs","U",NA,"GBR",1959,8,21
"385","200384","Eva","Pfaff","U",NA,"GER",1961,2,10
"386","200385","Brenda","Remilton","U",NA,"AUS",1956,2,24
"387","200386","Corinne","Vanier","U",NA,"FRA",1963,9,20
"388","200387","Anne","White","U",NA,"USA",1961,9,28
"389","200388","Leslie","Allen","U",NA,"USA",1957,3,12
"390","200389","Kathy","Jordan","U",NA,"USA",1959,12,3
"391","200390","Mary Lou","Daniels","R",NA,"USA",1961,8,6
"392","200391","Sherry","Acker","U",NA,"USA",1959,6,6
"393","200392","Jo","Durie","R",NA,"GBR",1960,7,27
"394","200393","Lea","Antonoplis","U",NA,"USA",1959,1,20
"395","200394","Marjorie","Blackwood","U",NA,"CAN",1957,5,1
"396","200395","Catherine","Tanvier","U",NA,"FRA",1965,5,28
"397","200396","Kim","Steinmetz","U",NA,"USA",1957,12,22
"398","200397","Tracy","Austin","R",NA,"USA",1962,12,12
"399","200398","Iva","Budarova","U",NA,"TCH",1960,7,31
"400","200399","Jennifer","Mundel","U",NA,"RSA",1962,1,20
"401","200400","Kate","Latham","U",NA,"USA",1952,10,25
"402","200401","Manuela","Maleeva Fragniere","R",NA,"SUI",1967,2,14
"403","200402","Wendy","Prausa","R",NA,"USA",1960,9,29
"404","200403","Andrea","Leand","U",NA,"USA",1964,1,18
"405","200404","Zina","Garrison","U",NA,"USA",1963,11,16
"406","200405","Susan","Mascarin","U",NA,"USA",1964,6,28
"407","200406","Claudia","Monteiro","U",NA,"BRA",1961,5,8
"408","200407","Camille","Benjamin","U",NA,"USA",1966,6,2
"409","200408","Alycia","Moulton","U",NA,"USA",1961,2,18
"410","200409","Petra","Delhees Jauch","L",NA,"SUI",1959,3,28
"411","200410","Yvonne","Vermaak","R",NA,"RSA",1956,12,18
"412","200411","Jane","Preyer","U",NA,"USA",1953,12,6
"413","200412","Vicki","Nelson Dunbar","U",NA,"USA",1962,9,25
"414","200413","Heather","Ludloff","U",NA,"USA",1961,6,11
"415","200414","Steffi","Graf","R",NA,"GER",1969,6,14
"416","200415","Catherine","Suire","U",NA,"FRA",1959,9,15
"417","200416","Robin","White","U",NA,"USA",1963,12,10
"418","200417","Gigi","Fernandez","U",NA,"USA",1964,2,22
"419","200418","Amanda","Brown","U",NA,"GBR",1965,5,2
