"","id","first","last","hand","DOB","country","year","month","day"
"11707","211706","Rachel May","Pierson","U",NA,"USA",1994,11,13
"11708","211707","Mariya","Slupska","U",NA,"UKR",1991,6,21
"11709","211708","Lizeth","Ramirez","R",NA,"COL",1991,4,18
"11710","211709","Jillian","Rooney","U",NA,"USA",1994,12,10
"11711","211710","Sarah","Seiderer","U",NA,"GER",1992,7,28
"11712","211711","Sina","Niketta","U",NA,"GER",1993,8,14
"11713","211712","Polina","Novoselova","L",NA,"RUS",1996,11,17
"11714","211713","Jaqueline Adina","Cristian","U",NA,"ROU",1998,6,5
"11715","211714","Raluca","Ciufrila","U",NA,"ROU",1997,1,18
"11716","211715","Ariana","Saki","U",NA,"ROU",1997,6,19
"11717","211716","Iuliana","Oante","U",NA,"ROU",1990,7,27
"11718","211717","Caroline","Doyle","U",NA,"USA",1996,3,15
"11719","211718","Dominique","Damian","U",NA,"USA",1987,2,3
"11720","211719","Shilin","Xu","R",NA,"CHN",1998,1,10
"11721","211720","Ai","Kamiyoshihara","U",NA,"JPN",1991,11,2
"11722","211721","Akiho","Kakuya","U",NA,"JPN",1995,4,21
"11723","211722","Szabina","Szlavikovics","R",NA,"HUN",1995,9,5
"11724","211723","Trelsie","Sadler","U",NA,"USA",1989,7,7
"11725","211724","Angela","Assal","U",NA,"USA",1995,6,4
"11726","211725","Nicole","Frenkel","L",NA,"USA",1998,4,29
"11727","211726","Kim","Kermet","R",NA,"USA",1995,10,27
"11728","211727","Manon","Provost","U",NA,"FRA",1993,9,28
"11729","211728","Sofico","Kadzhaya","R",NA,"UKR",1994,4,16
"11730","211729","Melissa","Sehovic","U",NA,"BIH",1997,11,2
"11731","211730","Aleksandra","Zenovka","U",NA,"RUS",1996,1,16
"11732","211731","Ekaterina","Lavrikova","R",NA,"RUS",1994,3,24
"11733","211732","Alessia","Piran","U",NA,"ITA",1992,5,14
"11734","211733","Violeta","Jankovic","U",NA,"SRB",1995,1,8
"11735","211734","Tsveta Konstantinova","Dimitrova","R",NA,"BUL",1995,5,7
"11736","211735","Miljana","Ristic","U",NA,"SRB",1997,12,4
"11737","211736","Ivana","Jorovic","R",NA,"SRB",1997,5,3
"11738","211737","Marija","Bogicevic","U",NA,"SRB",1995,6,6
"11739","211738","Pia","Cuk","R",NA,"SLO",1996,7,24
"11740","211739","Olena","Kyrpot","U",NA,"UKR",1994,4,4
"11741","211740","Julija","Jauk","U",NA,"SLO",1995,3,31
"11742","211741","Janine","Hemmes","R",NA,"NED",1997,10,13
"11743","211742","Francesca","Aureli","U",NA,"ITA",1992,3,24
"11744","211743","Sveva","Mazzari","U",NA,"ITA",1994,8,4
"11745","211744","Giulia","Ferrari","R",NA,"ITA",1994,2,8
"11746","211745","Nihal","El Aasar","U",NA,"EGY",1993,3,23
"11747","211746","Habiba","Shaker","U",NA,"EGY",1996,9,3
"11748","211747","Kristina","Eremina","R",NA,"RUS",1996,9,21
"11749","211748","Viktoriya","Yankovskaya","R",NA,"RUS",1996,3,6
"11750","211749","Lauren","Mcminn","U",NA,"GBR",1993,7,5
"11751","211750","Vitaliya","Nekhoroshikh","R",NA,"RUS",1996,10,31
"11752","211751","Alexandra","Walters","R",NA,"AUS",1992,7,14
"11753","211752","Katharina","Hock","R",NA,"GER",1992,7,1
"11754","211753","Mora","Eshak","R",NA,"EGY",1993,2,17
"11755","211754","Pimpitcha","Jattavapornvanit","R",NA,"THA",1997,9,9
"11756","211755","Laura","Gulbe","U",NA,"LAT",1995,2,27
"11757","211756","Patcharin","Cheapchandej","U",NA,"THA",1994,12,13
"11758","211757","Rongrong","Leenabanchong","U",NA,"THA",1995,3,8
"11759","211758","Irem","Ergun","R",NA,"TUR",1994,7,29
"11760","211759","Margaux","Brabant","U",NA,"BEL",1996,9,11
"11761","211760","Arushi","Bhasin","U",NA,"IND",1997,1,4
"11762","211761","Ann Christin","Nilsson","R",NA,"GER",1995,2,27
"11763","211762","Sandra","Dynka","U",NA,"CAN",1990,3,23
"11764","211763","Anastasiya","Fedoryshyn","U",NA,"UKR",1997,4,29
"11765","211764","Anna","Koval","U",NA,"RUS",1996,10,14
"11766","211765","Emina","Bektas","U",NA,"USA",1993,3,30
"11767","211766","Lynda","Xepoleas","U",NA,"USA",1992,11,23
"11768","211767","Joanna Mary","Smith","U",NA,"USA",1993,2,1
"11769","211768","Naomi","Osaka","R",NA,"JPN",1997,10,16
"11770","211769","Caroline","Brinson","U",NA,"USA",1996,1,3
"11771","211770","Nicole","Collie","R",NA,"AUS",1994,1,13
"11772","211771","Julia","Jones","U",NA,"USA",1994,4,3
"11773","211772","Ina","Kaufinger","U",NA,"GER",1993,10,30
"11774","211773","Silvia","Tumova","U",NA,"SVK",1993,4,29
"11775","211774","Beatrice","Torelli","U",NA,"ITA",1997,9,4
"11776","211775","Erika","Vogelsang","R",NA,"NED",1995,3,1
"11777","211776","Talya","Onyer","U",NA,"TUR",1998,2,19
"11778","211777","Tatsiana","Sakovich","R",NA,"BLR",1995,12,4
"11779","211778","Anna Benita","Fuchs","U",NA,"GER",1992,11,6
"11780","211779","Yana","Morderger","R",NA,"GER",1997,3,7
"11781","211780","Jessica","Birowski","U",NA,"GER",1994,7,1
"11782","211781","Alexa","Pirok","R",NA,"HUN",1996,10,1
"11783","211782","Lana","Rush","R",NA,"GBR",1997,2,9
"11784","211783","Kathryn","Hughes","U",NA,"GBR",1995,4,19
"11785","211784","Sharni","Stocker Jones","U",NA,"GBR",1993,3,20
"11786","211785","Sinem","Alptekin","U",NA,"TUR",1993,11,28
"11787","211786","Polina","Yuzefovich","R",NA,"RUS",1996,8,9
"11788","211787","Sehzade","Gur","U",NA,"TUR",1998,7,24
"11789","211788","Tuna","Kaya","U",NA,"TUR",1997,2,17
"11790","211789","Aldea","Rinciari","U",NA,"ITA",1994,6,26
"11791","211790","Callie","Craig","U",NA,"USA",1991,9,4
"11792","211791","Sophia","Chow","U",NA,"BRA",1997,7,25
"11793","211792","Monique","Zuur","R",NA,"NED",1991,10,20
"11794","211793","Tanja","Tuomi","U",NA,"FIN",1996,5,4
"11795","211794","Naomi","Holopainen","U",NA,"FIN",1993,12,2
"11796","211795","Petra","Piirtola","R",NA,"FIN",1996,5,16
"11797","211796","Francoise","Abanda","R",NA,"CAN",1997,2,5
"11798","211797","Elien","Crombez","R",NA,"BEL",1991,1,10
"11799","211798","Aldana","Ciccarelli","U",NA,"ARG",1995,6,18
"11800","211799","Noelia Alejandra","Acuna","R",NA,"ARG",1995,9,25
"11801","211800","Florencia","Dezotti","U",NA,"ARG",1995,11,8
"11802","211801","Luciana","Ullmann","R",NA,"BRA",1978,4,21
"11803","211802","Lucia Annette","Davila Espejo","U",NA,"BOL",1997,2,23
"11804","211803","Ana Maria","Ayala Villacorta","U",NA,"BOL",1993,5,20
"11805","211804","Anelisse","Torrico","U",NA,"BOL",1996,5,10
"11806","211805","Natalia","De Ugarte","U",NA,"BOL",1997,4,3
"11807","211806","Camila Andrea","Roca","U",NA,"CHI",1994,1,11
"11808","211807","Michala","Kucharova","R",NA,"SVK",1994,2,19
"11809","211808","Anke","Poncelet","R",NA,"BEL",1996,1,10
"11810","211809","Daria","Lodikova","R",NA,"RUS",1996,5,25
"11811","211810","Chiara","Icardi","U",NA,"ITA",1995,11,3
"11812","211811","Deborah","Cruciani","U",NA,"ITA",1995,11,4
"11813","211812","Caterina","Brunamonti","U",NA,"ITA",1995,6,4
"11814","211813","Luisa Marie","Huber","U",NA,"GER",1995,6,22
"11815","211814","Julia","Grabher","R",NA,"AUT",1996,7,2
"11816","211815","Lisa","Schlatter","R",NA,"AUT",1995,3,19
"11817","211816","Alina","Soltanici","R",NA,"MDA",1995,2,7
"11818","211817","Elena Gabriela","Ruse","U",NA,"ROU",1997,11,6
"11819","211818","Erika","Sugamura","U",NA,"JPN",1992,12,16
"11820","211819","Misato","Negi","U",NA,"JPN",1994,11,15
"11821","211820","Martina","Colmegna","R",NA,"ITA",1996,12,10
"11822","211821","Chiara","Grimm","R",NA,"SUI",1997,1,28
"11823","211822","Darya","Chernetsova","U",NA,"BLR",1994,11,13
"11824","211823","Yulia","Chubarova","R",NA,"RUS",1995,8,17
"11825","211824","Anastasiya","Rychagova","U",NA,"RUS",1997,1,14
"11826","211825","Anastasiya","Saitova","U",NA,"RUS",1995,2,16
"11827","211826","Galina","Bykova","U",NA,"RUS",1994,8,16
"11828","211827","Margarita","Shmeleva","U",NA,"RUS",1997,8,17
"11829","211828","Anna","Peregudova","U",NA,"RUS",1993,2,8
"11830","211829","Hongrui","Sun","U",NA,"CHN",1993,7,27
"11831","211830","Izel Ece","Yilmaz","U",NA,"TUR",1996,6,11
"11832","211831","Roos","Van Der Zwaan","R",NA,"NED",1996,2,6
"11833","211832","Anastasija","Filipovic","R",NA,"SRB",1997,2,20
"11834","211833","Tijana","Uzelac","R",NA,"SRB",1993,10,25
"11835","211834","Patricia","Panta","R",NA,"PER",1997,6,10
"11836","211835","Macarena","Asensos","U",NA,"ARG",1994,9,7
"11837","211836","Mariana Lucia","Bedon Burgos","U",NA,"PER",1997,3,28
"11838","211837","Giuliana","Huerta Mercado","U",NA,"PER",1996,12,29
"11839","211838","You Na","Sul","U",NA,"KOR",1993,3,14
"11840","211839","Maxine","Thomas","U",NA,"USA",1991,7,10
"11841","211840","Katie","Le","U",NA,"USA",1992,12,11
"11842","211841","Eleonore","Tchakarova","R",NA,"BUL",1994,7,29
"11843","211842","Eleonora","Mindiyarova","U",NA,"RUS",1996,2,15
"11844","211843","Anhelina","Kalinina","U",NA,"UKR",1997,2,7
"11845","211844","Haruka","Kaji","R",NA,"JPN",1994,9,25
"11846","211845","Hayaka","Murase","U",NA,"JPN",1996,3,13
"11847","211846","Kyoka","Okamura","R",NA,"JPN",1995,10,6
"11848","211847","Brenda","Rique","U",NA,"BRA",1995,11,13
"11849","211848","Rafaela","Rodrigues Dos Santos","U",NA,"BRA",1998,4,2
"11850","211849","Daria","Prytkova","R",NA,"RUS",1994,5,20
"11851","211850","Cristina","Perez De La Torre Ma","U",NA,"ESP",1996,1,30
"11852","211851","Emma Christine","Higuchi","U",NA,"USA",1998,2,1
"11853","211852","Johnnise","Renaud","U",NA,"USA",1996,5,10
"11854","211853","Maria","Shishkina","R",NA,"KAZ",1998,7,22
"11855","211854","Katerina","Stewart","R",NA,"USA",1997,7,17
"11856","211855","Jessica","Ho","U",NA,"USA",1997,1,5
"11857","211856","Anastasiya","Komardina","L",NA,"RUS",1997,7,8
"11858","211857","Dominika","Paterova","R",NA,"CZE",1995,9,19
"11859","211858","Emmanuelle","De Beer","R",NA,"MRI",1996,10,4
"11860","211859","Yana","Yurchenko","U",NA,"RUS",1994,5,23
"11861","211860","Dora","Andrejszki","R",NA,"HUN",1993,3,7
"11862","211861","Sabina","Jeresic","U",NA,"CRO",1995,5,31
"11863","211862","Ana Paula","Neffa De Los Rios","R",NA,"PAR",1997,1,17
"11864","211863","Marjorie","Ondeck","U",NA,"USA",1988,4,20
"11865","211864","Maria Fernanda","Herazo Gonzalez","L",NA,"COL",1997,3,22
"11866","211865","Maria","Gomez Saldarriaga","U",NA,"COL",1996,3,27
"11867","211866","Laura","Beltran","R",NA,"COL",1991,1,20
"11868","211867","Natalie","Lozano","U",NA,"COL",1994,8,13
"11869","211868","Masa","Marc","R",NA,"SLO",1995,11,4
"11870","211869","Astrid","Leclere","R",NA,"BEL",1995,8,31
"11871","211870","Sara","Djurdjevic","U",NA,"SLO",1996,5,31
"11872","211871","Vishesh","Vkc","U",NA,"IND",1995,5,15
"11873","211872","Priscilla","Medlich Leal","U",NA,"MEX",1996,4,8
"11874","211873","Esthefhanie Darehly","Juarez Rojo","U",NA,"MEX",1992,10,25
"11875","211874","Victoria","Rodriguez","U",NA,"MEX",1995,4,22
"11876","211875","Daniella","Daniel","R",NA,"GEO",1994,9,22
"11877","211876","Angelina","Zhuravleva","U",NA,"RUS",1996,11,20
"11878","211877","Antonella","Bramato","R",NA,"MEX",1997,3,3
"11879","211878","Lizette","Cabrera","R",NA,"AUS",1997,12,19
"11880","211879","Samantha","Harris","U",NA,"AUS",1995,12,19
"11881","211880","Priscilla","Hon","R",NA,"AUS",1998,5,10
"11882","211881","Olivia","Tjandramulia","R",NA,"AUS",1997,5,11
"11883","211882","Chloe","Hule","R",NA,"AUS",1997,6,28
"11884","211883","Michelle","Sammons","U",NA,"RSA",1987,9,11
"11885","211884","Chiara","Frapolli","R",NA,"SUI",1996,8,24
"11886","211885","Alice","Matteucci","R",NA,"ITA",1995,9,29
"11887","211886","Maci","Epstein","U",NA,"USA",1993,10,7
"11888","211887","Maia","Lumsden","R",NA,"GBR",1998,1,10
"11889","211888","Osariemen","Airhunmwunde","U",NA,"NGR",1986,9,26
"11890","211889","Rita","Obasigie","U",NA,"NGR",1990,10,3
"11891","211890","Bogna","Nowicka","R",NA,"POL",1994,10,9
"11892","211891","Marine","Dans","U",NA,"BEL",1996,5,13
"11893","211892","Ye Rin","Lee","U",NA,"KOR",1995,2,11
"11894","211893","Kaitlyn","Mccarthy","R",NA,"USA",1997,12,4
"11895","211894","Pei Yu","Sieh","U",NA,"TPE",1994,1,27
"11896","211895","Qi Li","Ma","U",NA,"CHN",1997,4,29
"11897","211896","Donika","Bashota","R",NA,"SWE",1995,4,12
"11898","211897","Gloria","Liang","R",NA,"CAN",1996,10,16
"11899","211898","Andreea","Ghitescu","R",NA,"ROU",1997,3,10
"11900","211899","Siri","Victorsson","R",NA,"SWE",1997,9,2
"11901","211900","Thyra","Taune","U",NA,"SWE",1994,8,9
"11902","211901","Aliona","Bolsova","R",NA,"MDA",1997,11,6
"11903","211902","Jacqueline","Crawford","U",NA,"USA",1994,12,3
"11904","211903","Barbara","Gatica","U",NA,"CHI",1996,8,16
"11905","211904","Catalina","Vives","U",NA,"CHI",1996,12,14
"11906","211905","Pilar","Quintana","U",NA,"ARG",1992,6,9
"11907","211906","Sabina","Ramirez","U",NA,"CHI",1991,11,16
"11908","211907","Hassiba","Munoz Alcaman","U",NA,"CHI",1997,6,26
"11909","211908","Daniela Macarena","Lopez","U",NA,"CHI",1997,4,9
"11910","211909","Catalina Paz","Arce Riquelme","U",NA,"CHI",1993,12,21
"11911","211910","Luna","Cagnoni","R",NA,"ARG",1994,10,11
"11912","211911","Ekaterina","Alay","R",NA,"RUS",1997,12,7
"11913","211912","Kim Jana","Hausler","U",NA,"SUI",1995,2,10
"11914","211913","Lena","Specht","U",NA,"GER",1994,3,30
"11915","211914","Amit","Gavrieli","R",NA,"ISR",1996,4,10
"11916","211915","Talya","Zandberg","U",NA,"ISR",1997,5,6
"11917","211916","Valeria","Nikolaev","U",NA,"ISR",1997,2,12
"11918","211917","Alona","Puskkarevsky","U",NA,"ISR",1997,1,28
"11919","211918","Anastasija","Homutova","U",NA,"LAT",1996,10,29
"11920","211919","Gaya","Solomon","U",NA,"ISR",1998,5,28
"11921","211920","Martina","Capurro Taborda","L",NA,"ARG",1997,12,4
"11922","211921","Julieta Lara","Estable","R",NA,"ARG",1997,7,15
"11923","211922","Luciene","Benitez Boiero","U",NA,"ARG",1997,10,26
"11924","211923","Eliza","Long","U",NA,"AUS",1995,6,9
"11925","211924","Andrea","Dikosavljevic","R",NA,"AUS",1996,4,2
"11926","211925","Yana","Mogilnitskaya","R",NA,"RUS",1996,2,5
"11927","211926","Monika","Rajicic","U",NA,"AUS",1996,5,18
"11928","211927","Nikol","Yordanova","R",NA,"BUL",1995,11,25
"11929","211928","Polina","Radeva","U",NA,"BUL",1997,9,6
"11930","211929","Aleksandra","Karamanoleva","R",NA,"BUL",1996,11,14
"11931","211930","Teodora","Stinga","R",NA,"ROU",1995,4,3
"11932","211931","Gebriela","Mihaylova","U",NA,"BUL",1996,9,23
"11933","211932","Vivian","Zlatanova","R",NA,"BUL",1997,11,9
"11934","211933","Ana","Gonzalez Andrade","U",NA,"MEX",1995,6,27
"11935","211934","Sofia","Wicker","U",NA,"MEX",1996,8,22
"11936","211935","Charity","Johns","U",NA,"USA",1987,7,11
"11937","211936","Parris","Todd","U",NA,"USA",1998,7,8
"11938","211937","Beatriz","Rios","U",NA,"MEX",1987,5,6
"11939","211938","Itzi Janikuari","Torres Millan","U",NA,"MEX",1998,8,25
"11940","211939","Dominique","Esparza Fuster","U",NA,"MEX",1996,2,2
"11941","211940","Jamie","Pawid","U",NA,"USA",1993,8,19
"11942","211941","Zoe","Hives","U",NA,"AUS",1996,10,24
"11943","211942","Michelle","Pits","U",NA,"AUS",1998,5,27
"11944","211943","Amy","Sneath","U",NA,"AUS",1995,3,31
"11945","211944","Annabelle","Andrinopoulos","U",NA,"AUS",1996,5,12
"11946","211945","Gabriela","Ferreira Sanabria","U",NA,"PAR",1997,4,20
"11947","211946","Cindy","Oest","U",NA,"PAR",1998,6,16
"11948","211947","Camila","Recalde","U",NA,"PAR",1998,3,27
"11949","211948","Khrystsina","Kandratsiuk","U",NA,"BLR",1996,1,23
"11950","211949","Jennifer","Brown","U",NA,"GBR",1996,6,5
"11951","211950","Imren","Kurt","U",NA,"TUR",1998,2,20
"11952","211951","Ana","Konjuh","R",NA,"CRO",1997,12,27
"11953","211952","Alannah","Griffin","U",NA,"GBR",1996,12,8
"11954","211953","Emily","Crowe","U",NA,"GBR",1992,2,1
"11955","211954","Nicole","Peterson","R",NA,"GBR",1992,11,3
"11956","211955","Laura","Moreno Martinez","R",NA,"ESP",1996,6,5
"11957","211956","Ariadna","Marti Riembau","R",NA,"ESP",1996,6,28
"11958","211957","Angela","Tejedor Espinosa","U",NA,"ESP",1995,10,30
"11959","211958","Ana Lorena","Garcia Navas","L",NA,"ESP",1996,12,9
"11960","211959","Ksenija","Sharifova","R",NA,"RUS",1996,5,1
"11961","211960","Lilla","Barzo","U",NA,"HUN",1996,9,2
"11962","211961","Emmanuelle","Salas","U",NA,"FRA",1998,4,20
"11963","211962","Muge","Topsel","U",NA,"TUR",1997,2,16
"11964","211963","Ege","Tomey","U",NA,"TUR",1997,6,12
"11965","211964","Ilka","Csoregi","R",NA,"ROU",1996,4,12
"11966","211965","Jasmin","Jebawy","U",NA,"GER",1996,10,4
"11967","211966","Ksenia","Gaydarzhi","R",NA,"RUS",1995,2,8
"11968","211967","Nina","Potocnik","R",NA,"SLO",1997,1,12
"11969","211968","Elpida","Malamou","U",NA,"GRE",1995,3,30
"11970","211969","Natsumi","Chimura","U",NA,"JPN",1995,7,20
"11971","211970","Mariagiovanna","Nanti","R",NA,"ITA",1994,9,17
"11972","211971","Areeporn","Wanichayapanich","U",NA,"THA",1994,8,21
"11973","211972","Angelina","Skidanova","U",NA,"RUS",1998,3,13
"11974","211973","Chatchaya","Sakchatchawan","U",NA,"THA",1996,7,26
"11975","211974","Chanikarn","Silakul","R",NA,"THA",1995,8,5
"11976","211975","Gorica","Spasojevic","U",NA,"BIH",1996,8,28
"11977","211976","Marija","Curnic","U",NA,"CRO",1998,6,6
"11978","211977","Adrijana","Lekaj","U",NA,"CRO",1995,6,29
"11979","211978","Ivona","Cudina","L",NA,"CRO",1997,1,10
"11980","211979","Andrea","Kulova","U",NA,"CZE",1996,3,30
"11981","211980","Janneke","Wikkerink","U",NA,"NED",1992,10,17
"11982","211981","Imen","Abid","U",NA,"TUN",1997,1,28
"11983","211982","Anastasiya","Shestakova","U",NA,"UKR",1995,10,21
"11984","211983","Sarai Delfina","Monarrez Yesaki","U",NA,"MEX",1997,4,17
"11985","211984","Miriam Ruth","Lane","U",NA,"USA",1994,7,24
"11986","211985","Carolina","Sa","R",NA,"BRA",1995,11,13
"11987","211986","Hitomi","Hasebe","U",NA,"COL",1994,12,14
"11988","211987","Valentina","Vargas","U",NA,"COL",1997,5,17
"11989","211988","Alejandra","Gutierrez","U",NA,"COL",1997,7,26
"11990","211989","Maria Camila","Trujillo Hoyos","L",NA,"COL",1995,7,5
"11991","211990","Anastasiya","Zubkova","U",NA,"RUS",1994,4,24
"11992","211991","Anastasia","Koveshnikova","R",NA,"RUS",1995,12,9
"11993","211992","Maria","Ahumada","U",NA,"COL",1996,2,12
"11994","211993","Zeynep","Saricam","U",NA,"TUR",1998,3,30
"11995","211994","Irem","Karamanoglu","U",NA,"TUR",1996,9,14
"11996","211995","Mina Guner","Karamercan","R",NA,"TUR",1997,1,5
"11997","211996","Sneha","Padamata","R",NA,"IND",1997,6,15
"11998","211997","Snigdha","Padamata","L",NA,"IND",1994,5,24
"11999","211998","Tanvee","Bose","U",NA,"IND",1995,4,1
"12000","211999","Natasha","Kanvinde","U",NA,"GBR",1993,2,12
"12001","212000","Victoria","Chehal","U",NA,"IND",1997,2,16
"12002","212001","Natalia","Vikhlyantseva","U",NA,"RUS",1997,2,16
"12003","212002","Anastasia","Reshetnikova","U",NA,"BLR",1996,9,25
"12004","212003","Ivanka","Karamalak","U",NA,"RUS",1995,10,22
"12005","212004","Maryna","Veksler","U",NA,"UKR",1997,11,9
"12006","212005","Valeriya","Pogrebnyak","U",NA,"RUS",1998,8,25
"12007","212006","Elizaveta","Kamzolova","U",NA,"RUS",1996,7,1
"12008","212007","Diana","Ryashko","U",NA,"RUS",1995,7,28
"12009","212008","Dhruthi","Tatachar Venugopal","R",NA,"IND",1997,1,9
"12010","212009","Nelise","Verster","L",NA,"RSA",1996,6,4
"12011","212010","Vanja","Klaric","R",NA,"SRB",1997,4,12
"12012","212011","Jessica","Simpson","R",NA,"RSA",1995,6,19
"12013","212012","Marli","Van Heerden","U",NA,"RSA",1996,7,6
"12014","212013","Alison Brigette","Sanders","U",NA,"RSA",1995,3,31
"12015","212014","Ashleigh","De Wet","U",NA,"RSA",1993,6,22
"12016","212015","Susan","Niemann","U",NA,"RSA",1994,6,14
"12017","212016","Caitlin","Herb","U",NA,"RSA",1996,11,15
"12018","212017","Nadine","De Villiers","U",NA,"RSA",1998,4,20
"12019","212018","Liberty","Crawford","U",NA,"GBR",1995,10,6
"12020","212019","Yan","Wang","U",NA,"CHN",1996,1,1
"12021","212020","Suryaningsih","Suryaningsih","R",NA,"INA",1996,5,5
"12022","212021","Yuenu","Li","U",NA,"CHN",1998,7,14
"12023","212022","Rifanty","Kahfiani","R",NA,"INA",1998,2,19
"12024","212023","Anjana","Kompally","U",NA,"IND",1993,2,8
"12025","212024","Aulia","Nur Srikandhi","U",NA,"INA",1997,11,16
"12026","212025","Claire Yoonkee Choi","Spackman","U",NA,"HKG",1997,10,3
"12027","212026","Kwan Yau","Ng","U",NA,"HKG",1997,2,19
"12028","212027","Lok Sze","Leung","U",NA,"HKG",1993,5,26
"12029","212028","Ka Man Carina","Ma","R",NA,"HKG",1995,8,17
"12030","212029","Anais","Emelie","U",NA,"MRN",1996,6,16
"12031","212030","Alize","Boccard","R",NA,"SUI",1996,3,4
"12032","212031","Marthe Eugenie","Sime","U",NA,"GUD",1998,11,24
"12033","212032","Morgan","Bernabe","U",NA,"MRN",1996,1,22
"12034","212033","Ambre","Boccard","U",NA,"SUI",1998,2,3
"12035","212034","Fang Ying","Xun","U",NA,"CHN",1995,1,14
"12036","212035","Si Qi","Liu","U",NA,"CHN",1995,1,7
"12037","212036","Karina Natalia","Lojo","U",NA,"ARG",1992,9,19
"12038","212037","Elizabeth","Johnson","U",NA,"USA",1991,1,18
"12039","212038","Veronika","Stotyka","U",NA,"UKR",1995,10,31
"12040","212039","Emilia","Granstrom","R",NA,"SWE",1995,8,19
"12041","212040","Mathilda","Malm","U",NA,"SWE",1996,8,17
"12042","212041","Paulina","Wulcan","U",NA,"SWE",1996,1,1
"12043","212042","Juliet Jia Wen","Zhang","U",NA,"CAN",1998,4,29
"12044","212043","Freya","Christie","U",NA,"GBR",1997,11,8
"12045","212044","Katharina","Gerlach","R",NA,"GER",1998,2,19
"12046","212045","Sinead","Lohan","U",NA,"IRL",1995,2,10
"12047","212046","Shiran","Arol Wiegand","U",NA,"ISR",1998,1,23
"12048","212047","Vlada","Chernikova","U",NA,"ISR",1997,12,24
"12049","212048","Anastasiya","Shcherbakova","R",NA,"RUS",1996,4,24
"12050","212049","Ioana","Posirca","U",NA,"ROU",1994,3,25
"12051","212050","Nataliya","Pogribnyak","U",NA,"UKR",1998,7,10
"12052","212051","Lodovica","Giannini","R",NA,"ITA",1996,6,11
"12053","212052","Katharina","Feldmer","U",NA,"GER",1996,1,17
"12054","212053","Anastasia","Pribylova","U",NA,"RUS",1996,2,12
"12055","212054","Amelie","Intert","U",NA,"GER",1996,6,30
"12056","212055","Juliet","Drew","U",NA,"AUS",1967,6,21
"12057","212056","Jodie","Lynn","U",NA,"AUS",1976,6,8
"12058","212057","Sarah","Gillespie Jones","U",NA,"AUS",1978,10,30
"12059","212058","Tara","Reid","U",NA,"AUS",1980,6,20
"12060","212059","Kelly","Duns","U",NA,"AUS",1975,4,9
"12061","212060","Chantel","Skulskyj","U",NA,"AUS",1980,1,5
"12062","212061","Verica","Spirovska","U",NA,"AUS",1981,8,26
"12063","212062","Marinet","Morgan","U",NA,"AUS",1981,9,7
"12064","212063","Nanette","Flichtbeil","U",NA,"AUS",1971,8,8
"12065","212064","Marcia","Senn","U",NA,"AUS",1975,6,27
"12066","212065","Electra","Henry","U",NA,"AUS",1978,9,13
"12067","212066","Karen","Black","U",NA,"AUS",1979,1,22
"12068","212067","Mika","Kanaya","U",NA,"JPN",1973,1,10
"12069","212068","Natsumi","Yuki","U",NA,"JPN",1974,8,9
"12070","212069","Orie","Sasaki","U",NA,"JPN",1980,7,2
"12071","212070","Megumi","Katakura","U",NA,"JPN",1977,7,26
"12072","212071","Miki","Kuramochi","U",NA,"JPN",1980,1,27
"12073","212072","Junko","Nishida","U",NA,"JPN",1980,5,21
"12074","212073","Shizuko","Matsuda","U",NA,"JPN",1981,7,10
"12075","212074","Natsuko","Matsuda","U",NA,"JPN",1981,7,10
"12076","212075","Asha","Burns","U",NA,"AUS",1983,1,1
"12077","212076","Carolyn","Mcgann","U",NA,"AUS",1982,5,28
"12078","212077","Kelly","Blanch","R",NA,"AUS",1980,2,27
"12079","212078","Gabriela","Duch","U",NA,"MEX",1985,2,22
"12080","212079","Amanda","Jasso","U",NA,"USA",1986,1,30
"12081","212080","Branislava","Ivanovic","",NA,"YUG",1975,5,17
"12082","212081","Helen","Asciak","",NA,"MLT",1963,1,29
"12083","212082","Lisa","Camenzuli","",NA,"MLT",1977,1,15
"12084","212083","Lynn Yin","Tan","",NA,"MAS",1980,3,8
"12085","212084","Nicole","Angat","",NA,"POC",1982,4,9
"12086","212085","Davilyn","Godinet","",NA,"POC",1983,6,10
"12087","212086","Olga","Dzuba","",NA,"KAZ",1983,4,18
"12088","212087","Valeria","Khazova","",NA,"KAZ",1981,3,31
"12089","212088","D","ESPINAL","",NA,"DOM",NA,NA,NA
"12090","212089","Madeline","Sanchez","",NA,"DOM",1968,5,10
"12091","212090","Su Chen","Lin","",NA,"HKG",1970,7,19
"12092","212091","Adriana","Thaggard","",NA,"FIJ",1977,7,6
"12093","212092","Archana","Reddy","",NA,"FIJ",1980,7,5
"12094","212093","Yik Hui","Leow","",NA,"SIN",1984,3,13
"12095","212094","Shareen Rena","Lai","R",NA,"MAS",1977,12,28
"12096","212095","Chen Yee","Liaw","",NA,"MAS",1986,2,9
"12097","212096","Shalini","Perera","",NA,"SRI",1977,5,12
"12098","212097","Shaza","Tinawi","",NA,"SYR",1981,1,30
"12099","212098","Farah","Dayoub","",NA,"SYR",1975,6,5
"12100","212099","Sonya","Kumar","",NA,"SIN",1986,1,11
"12101","212100","Tina","Jacob","",NA,"SIN",1985,6,6
"12102","212101","Petroena","Fong","",NA,"FIJ",1984,1,19
"12103","212102","Viviana","Rivero","",NA,"BOL",1983,1,21
"12104","212103","Alexandra","Chong","",NA,"JAM",1981,7,30
